PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,Cabin,Sex_male,Embarked_Q,Embarked_S
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",,1,0,PC 17611,133.65,147,False,False,True
598,0,3,"Johnson, Mr. Alfred",49.0,0,0,LINE,0.0,147,True,False,True
136,0,2,"Richard, Mr. Emile",23.0,0,0,SC/PARIS 2133,15.0458,147,True,False,False
165,0,3,"Panula, Master. Eino Viljami",1.0,4,1,3101295,39.6875,147,True,False,True
29,1,3,"O'Dwyer, Miss. Ellen ""Nellie""",,0,0,330959,7.8792,147,False,True,False
784,0,3,"Johnston, Mr. Andrew G",,1,2,W./C. 6607,23.45,147,True,False,True
194,1,2,"Navratil, Master. Michel M",3.0,1,1,230080,26.0,141,True,False,True
870,1,3,"Johnson, Master. Harold Theodor",4.0,1,1,347742,11.1333,147,True,False,True
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",19.0,0,0,348124,7.65,140,True,False,True
526,0,3,"Farrell, Mr. James",40.5,0,0,367232,7.75,147,True,True,False
382,1,3,"Nakid, Miss. Maria (""Mary"")",1.0,0,2,2653,15.7417,147,False,False,False
141,0,3,"Boulos, Mrs. Joseph (Sultana)",,0,2,2678,15.2458,147,False,False,False
174,0,3,"Sivola, Mr. Antti Wilhelm",21.0,0,0,STON/O 2. 3101280,7.925,147,True,False,True
7,0,1,"McCarthy, Mr. Timothy J",54.0,0,0,17463,51.8625,129,True,False,True
719,0,3,"McEvoy, Mr. Michael",,0,0,36568,15.5,147,True,True,False
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",25.0,1,2,SC/Paris 2123,41.5792,147,True,False,False
74,0,3,"Chronopoulos, Mr. Apostolos",26.0,1,0,2680,14.4542,147,True,False,False
883,0,3,"Dahlberg, Miss. Gerda Ulrika",22.0,0,0,7552,10.5167,147,False,False,True
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31.0,1,1,363291,20.525,147,False,False,True
454,1,1,"Goldenberg, Mr. Samuel L",49.0,1,0,17453,89.1042,86,True,False,False
146,0,2,"Nicholls, Mr. Joseph Charles",19.0,1,1,C.A. 33112,36.75,147,True,False,True
235,0,2,"Leyson, Mr. Robert William Norman",24.0,0,0,C.A. 29566,10.5,147,True,False,True
221,1,3,"Sunderland, Mr. Victor Francis",16.0,0,0,SOTON/OQ 392089,8.05,147,True,False,True
371,1,1,"Harder, Mr. George Achilles",25.0,1,0,11765,55.4417,131,True,False,False
812,0,3,"Lester, Mr. James",39.0,0,0,A/4 48871,24.15,147,True,False,True
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",47.0,1,0,A/5. 3337,14.5,147,False,False,True
695,0,1,"Weir, Col. John",60.0,0,0,113800,26.55,147,True,False,True
865,0,2,"Gill, Mr. John William",24.0,0,0,233866,13.0,147,True,False,True
186,0,1,"Rood, Mr. Hugh Roscoe",,0,0,113767,50.0,9,True,False,True
42,0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",27.0,1,0,11668,21.0,147,False,False,True
548,1,2,"Padro y Manent, Mr. Julian",,0,0,SC/PARIS 2146,13.8625,147,True,False,False
109,0,3,"Rekic, Mr. Tido",38.0,0,0,349249,7.8958,147,True,False,True
604,0,3,"Torber, Mr. Ernst William",44.0,0,0,364511,8.05,147,True,False,True
57,1,2,"Rugg, Miss. Emily",21.0,0,0,C.A. 31026,10.5,147,False,False,True
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24.0,0,2,PP 9549,16.7,145,False,False,True
707,1,2,"Kelly, Mrs. Florence ""Fannie""",45.0,0,0,223596,13.5,147,False,False,True
550,1,2,"Davies, Master. John Morgan Jr",8.0,1,1,C.A. 33112,36.75,147,True,False,True
25,0,3,"Palsson, Miss. Torborg Danira",8.0,3,1,349909,21.075,147,False,False,True
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",,0,0,113510,35.0,59,True,False,True
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",32.0,0,0,SOTON/O.Q. 392078,8.05,115,True,False,True
435,0,1,"Silvey, Mr. William Baird",50.0,1,0,13507,55.9,128,True,False,True
52,0,3,"Nosworthy, Mr. Richard Cater",21.0,0,0,A/4. 39886,7.8,147,True,False,True
527,1,2,"Ridsdale, Miss. Lucy",50.0,0,0,W./C. 14258,10.5,147,False,False,True
817,0,3,"Heininen, Miss. Wendla Maria",23.0,0,0,STON/O2. 3101290,7.925,147,False,False,True
570,1,3,"Jonsson, Mr. Carl",32.0,0,0,350417,7.8542,147,True,False,True
265,0,3,"Henry, Miss. Delia",,0,0,382649,7.75,147,False,True,False
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",21.0,2,2,W./C. 6608,34.375,147,False,False,True
614,0,3,"Horgan, Mr. John",,0,0,370377,7.75,147,True,True,False
694,0,3,"Saad, Mr. Khalil",25.0,0,0,2672,7.225,147,True,False,False
353,0,3,"Elias, Mr. Tannous",15.0,1,1,2695,7.2292,147,True,False,False
19,0,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",31.0,1,0,345763,18.0,147,False,False,True
667,0,2,"Butler, Mr. Reginald Fenton",25.0,0,0,234686,13.0,147,True,False,True
583,0,2,"Downton, Mr. William James",54.0,0,0,28403,26.0,147,True,False,True
84,0,1,"Carrau, Mr. Francisco M",28.0,0,0,113059,47.1,147,True,False,True
62,1,1,"Icard, Miss. Amelie",38.0,0,0,113572,80.0,21,False,False,False
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41.0,0,1,250644,19.5,147,False,False,True
286,0,3,"Stankovic, Mr. Ivan",33.0,0,0,349239,8.6625,147,True,False,False
696,0,2,"Chapman, Mr. Charles Henry",52.0,0,0,248731,13.5,147,True,False,True
747,0,3,"Abbott, Mr. Rossmore Edward",16.0,1,1,C.A. 2673,20.25,147,True,False,True
13,0,3,"Saundercock, Mr. William Henry",20.0,0,0,A/5. 2151,8.05,147,True,False,True
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",9.0,4,2,347077,31.3875,147,True,False,True
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",,0,0,65306,8.1125,147,True,False,True
553,0,3,"O'Brien, Mr. Timothy",,0,0,330979,7.8292,147,True,True,False
224,0,3,"Nenkoff, Mr. Christo",,0,0,349234,7.8958,147,True,False,True
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54.0,1,0,PC 17603,59.4,147,False,False,False
629,0,3,"Bostandyeff, Mr. Guentcho",26.0,0,0,349224,7.8958,147,True,False,True
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",60.0,1,1,13567,79.2,29,True,False,False
693,1,3,"Lam, Mr. Ali",,0,0,1601,56.4958,147,True,False,True
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44.0,0,1,111361,57.9792,17,False,False,False
665,1,3,"Lindqvist, Mr. Eino William",20.0,1,0,STON/O 2. 3101285,7.925,147,True,False,True
177,0,3,"Lefebre, Master. Henry Forbes",,3,1,4133,25.4667,147,True,False,True
842,0,2,"Mudd, Mr. Thomas Charles",16.0,0,0,S.O./P.P. 3,10.5,147,True,False,True
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",43.0,1,6,CA 2144,46.9,147,False,False,True
164,0,3,"Calic, Mr. Jovo",17.0,0,0,315093,8.6625,147,True,False,True
249,1,1,"Beckwith, Mr. Richard Leonard",37.0,1,1,11751,52.5542,102,True,False,True
571,1,2,"Harris, Mr. George",62.0,0,0,S.W./PP 752,10.5,147,True,False,True
788,0,3,"Rice, Master. George Hugh",8.0,4,1,382652,29.125,147,True,True,False
75,1,3,"Bing, Mr. Lee",32.0,0,0,1601,56.4958,147,True,False,True
114,0,3,"Jussila, Miss. Katriina",20.0,1,0,4136,9.825,147,False,False,True
636,1,2,"Davis, Miss. Mary",28.0,0,0,237668,13.0,147,False,False,True
502,0,3,"Canavan, Miss. Mary",21.0,0,0,364846,7.75,147,False,True,False
105,0,3,"Gustafsson, Mr. Anders Vilhelm",37.0,2,0,3101276,7.925,147,True,False,True
115,0,3,"Attalah, Miss. Malake",17.0,0,0,2627,14.4583,147,False,False,False
369,1,3,"Jermyn, Miss. Annie",,0,0,14313,7.75,147,False,True,False
93,0,1,"Chaffee, Mr. Herbert Fuller",46.0,1,0,W.E.P. 5734,61.175,122,True,False,True
498,0,3,"Shellard, Mr. Frederick William",,0,0,C.A. 6212,15.1,147,True,False,True
90,0,3,"Celotti, Mr. Francesco",24.0,0,0,343275,8.05,147,True,False,True
337,0,1,"Pears, Mr. Thomas Clinton",29.0,1,0,113776,66.6,61,True,False,True
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",56.0,0,1,11767,83.1583,70,False,False,False
818,0,2,"Mallet, Mr. Albert",31.0,1,1,S.C./PARIS 2079,37.0042,147,True,False,False
829,1,3,"McCormack, Mr. Thomas Joseph",,0,0,367228,7.75,147,True,True,False
544,1,2,"Beane, Mr. Edward",32.0,1,0,2908,26.0,147,True,False,True
549,0,3,"Goldsmith, Mr. Frank John",33.0,1,1,363291,20.525,147,True,False,True
95,0,3,"Coxon, Mr. Daniel",59.0,0,0,364500,7.25,147,True,False,True
12,1,1,"Bonnell, Miss. Elizabeth",58.0,0,0,113783,26.55,49,False,False,True
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",,1,0,376564,16.1,147,False,False,True
44,1,2,"Laroche, Miss. Simonne Marie Anne Andree",3.0,1,2,SC/Paris 2123,41.5792,147,False,False,False
43,0,3,"Kraeff, Mr. Theodor",,0,0,349253,7.8958,147,True,False,False
330,1,1,"Hippach, Miss. Jean Gertrude",16.0,0,1,111361,57.9792,17,False,False,False
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45.0,1,4,347088,27.9,147,False,False,True
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",43.0,0,1,24160,211.3375,22,False,False,True
538,1,1,"LeRoy, Miss. Bertha",30.0,0,0,PC 17761,106.425,147,False,False,False
736,0,3,"Williams, Mr. Leslie",28.5,0,0,54636,16.1,147,True,False,True
500,0,3,"Svensson, Mr. Olof",24.0,0,0,350035,7.7958,147,True,False,True
179,0,2,"Hale, Mr. Reginald",30.0,0,0,250653,13.0,147,True,False,True
584,0,1,"Ross, Mr. John Hugo",36.0,0,0,13049,40.125,0,True,False,False
785,0,3,"Ali, Mr. William",25.0,0,0,SOTON/O.Q. 3101312,7.05,147,True,False,True
594,0,3,"Bourke, Miss. Mary",,0,2,364848,7.75,147,False,True,False
178,0,1,"Isham, Miss. Ann Elizabeth",50.0,0,0,PC 17595,28.7125,69,False,False,False
645,1,3,"Baclini, Miss. Eugenie",0.75,2,1,2666,19.2583,147,False,False,False
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",24.0,0,0,PC 17482,49.5042,84,False,False,False
616,1,2,"Herman, Miss. Alice",24.0,1,2,220845,65.0,147,False,False,True
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35.0,1,0,113789,52.0,147,False,False,True
258,1,1,"Cherry, Miss. Gladys",30.0,0,0,110152,86.5,40,False,False,True
735,0,2,"Troupiansky, Mr. Moses Aaron",23.0,0,0,233639,13.0,147,True,False,True
336,0,3,"Denkoff, Mr. Mitto",,0,0,349225,7.8958,147,True,False,True
552,0,2,"Sharp, Mr. Percival James R",27.0,0,0,244358,26.0,147,True,False,True
16,1,2,"Hewlett, Mrs. (Mary D Kingcome) ",55.0,0,0,248706,16.0,147,False,False,True
4,1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",35.0,1,0,113803,53.1,55,False,False,True
412,0,3,"Hart, Mr. Henry",,0,0,394140,6.8583,147,True,True,False
257,1,1,"Thorne, Mrs. Gertrude Maybelle",,0,0,PC 17585,79.2,147,False,False,False
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",,1,0,65303,19.9667,147,True,False,True
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23.0,0,0,SC/AH Basle 541,13.7917,90,False,False,False
698,1,3,"Mullens, Miss. Katherine ""Katie""",,0,0,35852,7.7333,147,False,True,False
394,1,1,"Newell, Miss. Marjorie",23.0,1,0,35273,113.275,103,False,False,False
223,0,3,"Green, Mr. George Henry",51.0,0,0,21440,8.05,147,True,False,True
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",33.0,0,2,26360,26.0,147,False,False,True
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29.0,0,4,349909,21.075,147,False,False,True
421,0,3,"Gheorgheff, Mr. Stanio",,0,0,349254,7.8958,147,True,False,False
325,0,3,"Sage, Mr. George John Jr",,8,2,CA. 2343,69.55,147,True,False,True
531,1,2,"Quick, Miss. Phyllis May",2.0,1,1,26360,26.0,147,False,False,True
10,1,2,"Nasser, Mrs. Nicholas (Adele Achem)",14.0,1,0,237736,30.0708,147,False,False,False
250,0,2,"Carter, Rev. Ernest Courtenay",54.0,1,0,244252,26.0,147,True,False,True
23,1,3,"McGowan, Miss. Anna ""Annie""",15.0,0,0,330923,8.0292,147,False,True,False
357,1,1,"Bowerman, Miss. Elsie Edith",22.0,0,1,113505,55.0,123,False,False,True
222,0,2,"Bracken, Mr. James H",27.0,0,0,220367,13.0,147,True,False,True
602,0,3,"Slabenoff, Mr. Petco",,0,0,349214,7.8958,147,True,False,True
767,0,1,"Brewe, Dr. Arthur Jackson",,0,0,112379,39.6,147,True,False,False
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",28.0,1,0,P/PP 3381,24.0,147,False,False,False
529,0,3,"Salonen, Mr. Johan Werner",39.0,0,0,3101296,7.925,147,True,False,True
341,1,2,"Navratil, Master. Edmond Roger",2.0,1,1,230080,26.0,141,True,False,True
744,0,3,"McNamee, Mr. Neal",24.0,1,0,376566,16.1,147,True,False,True
520,0,3,"Pavlovic, Mr. Stefo",32.0,0,0,349242,7.8958,147,True,False,True
204,0,3,"Youseff, Mr. Gerious",45.5,0,0,2628,7.225,147,True,False,False
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",8.0,0,2,C.A. 31921,26.25,147,False,False,True
94,0,3,"Dean, Mr. Bertram Frank",26.0,1,2,C.A. 2315,20.575,147,True,False,True
731,1,1,"Allen, Miss. Elisabeth Walton",29.0,0,0,24160,211.3375,32,False,False,True
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45.0,1,1,F.C.C. 13529,26.25,147,False,False,True
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36.0,1,0,345572,17.4,147,False,False,True
285,0,1,"Smith, Mr. Richard William",,0,0,113056,26.0,3,True,False,True
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",4.0,0,2,315153,22.025,147,False,False,True
792,0,2,"Gaskell, Mr. Alfred",16.0,0,0,239865,26.0,147,True,False,True
488,0,1,"Kent, Mr. Edward Austin",58.0,0,0,11771,29.7,25,True,False,False
154,0,3,"van Billiard, Mr. Austin Blyler",40.5,0,2,A/5. 851,14.5,147,True,False,True
76,0,3,"Moen, Mr. Sigurd Hansen",25.0,0,0,348123,7.65,140,True,False,True
657,0,3,"Radeff, Mr. Alexander",,0,0,349223,7.8958,147,True,False,True
632,0,3,"Lundahl, Mr. Johan Svensson",51.0,0,0,347743,7.0542,147,True,False,True
278,0,2,"Parkes, Mr. Francis ""Frank""",,0,0,239853,0.0,147,True,False,True
69,1,3,"Andersson, Miss. Erna Alexandra",17.0,4,2,3101281,7.925,147,False,False,True
826,0,3,"Flynn, Mr. John",,0,0,368323,6.95,147,True,True,False
189,0,3,"Bourke, Mr. John",40.0,1,1,364849,15.5,147,True,True,False
272,1,3,"Tornquist, Mr. William Henry",25.0,0,0,LINE,0.0,147,True,False,True
663,0,1,"Colley, Mr. Edward Pomeroy",47.0,0,0,5727,25.5875,132,True,False,True
712,0,1,"Klaber, Mr. Herman",,0,0,113028,26.55,56,True,False,True
237,0,2,"Hold, Mr. Stephen",44.0,1,0,26707,26.0,147,True,False,True
89,1,1,"Fortune, Miss. Mabel Helen",23.0,3,2,19950,263.0,63,False,False,True
758,0,2,"Bailey, Mr. Percy Andrew",18.0,0,0,29108,11.5,147,True,False,True
118,0,2,"Turpin, Mr. William John Robert",29.0,1,0,11668,21.0,147,True,False,True
126,1,3,"Nicola-Yarred, Master. Elias",12.0,1,0,2651,11.2417,147,True,False,False
732,0,3,"Hassan, Mr. Houssein G N",11.0,0,0,2699,18.7875,147,True,False,False
290,1,3,"Connolly, Miss. Kate",22.0,0,0,370373,7.75,147,False,True,False
239,0,2,"Pengelly, Mr. Frederick William",19.0,0,0,28665,10.5,147,True,False,True
1,0,3,"Braund, Mr. Owen Harris",22.0,1,0,A/5 21171,7.25,147,True,False,True
882,0,3,"Markun, Mr. Johann",33.0,0,0,349257,7.8958,147,True,False,True
468,0,1,"Smart, Mr. John Montgomery",56.0,0,0,113792,26.55,147,True,False,True
828,1,2,"Mallet, Master. Andre",1.0,0,2,S.C./PARIS 2079,37.0042,147,True,False,False
396,0,3,"Johansson, Mr. Erik",22.0,0,0,350052,7.7958,147,True,False,True
532,0,3,"Toufik, Mr. Nakli",,0,0,2641,7.2292,147,True,False,False
127,0,3,"McMahon, Mr. Martin",,0,0,370372,7.75,147,True,True,False
279,0,3,"Rice, Master. Eric",7.0,4,1,382652,29.125,147,True,True,False
692,1,3,"Karun, Miss. Manca",4.0,0,1,349256,13.4167,147,False,False,False
117,0,3,"Connors, Mr. Patrick",70.5,0,0,370369,7.75,147,True,True,False
229,0,2,"Fahlstrom, Mr. Arne Jonas",18.0,0,0,236171,13.0,147,True,False,True
623,1,3,"Nakid, Mr. Sahid",20.0,1,1,2653,15.7417,147,True,False,False
656,0,2,"Hickman, Mr. Leonard Mark",24.0,2,0,S.O.C. 14879,73.5,147,True,False,True
599,0,3,"Boulos, Mr. Hanna",,0,0,2664,7.225,147,True,False,False
517,1,2,"Lemore, Mrs. (Amelia Milley)",34.0,0,0,C.A. 34260,10.5,142,False,False,True
275,1,3,"Healy, Miss. Hanora ""Nora""",,0,0,370375,7.75,147,False,True,False
319,1,1,"Wick, Miss. Mary Natalie",31.0,0,2,36928,164.8667,76,False,False,True
607,0,3,"Karaic, Mr. Milan",30.0,0,0,349246,7.8958,147,True,False,True
145,0,2,"Andrew, Mr. Edgardo Samuel",18.0,0,0,231945,11.5,147,True,False,True
635,0,3,"Skoog, Miss. Mabel",9.0,3,2,347088,27.9,147,False,False,True
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",39.0,1,1,110413,79.65,134,False,False,True
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33.0,1,0,113806,53.1,137,False,False,True
746,0,1,"Crosby, Capt. Edward Gifford",70.0,1,1,WE/P 5735,71.0,20,True,False,True
370,1,1,"Aubart, Mme. Leontine Pauline",24.0,0,0,PC 17477,69.3,24,False,False,False
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",58.0,0,1,PC 17582,153.4625,57,False,False,True
624,0,3,"Hansen, Mr. Henry Damsgaard",21.0,0,0,350029,7.8542,147,True,False,True
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17.0,1,0,PC 17758,108.9,74,False,False,False
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28.0,1,1,347080,14.4,147,False,False,True
311,1,1,"Hays, Miss. Margaret Bechstein",24.0,0,0,11767,83.1583,72,False,False,False
355,0,3,"Yousif, Mr. Wazli",,0,0,2647,7.225,147,True,False,False
47,0,3,"Lennon, Mr. Denis",,1,0,370371,15.5,147,True,True,False
350,0,3,"Dimic, Mr. Jovan",42.0,0,0,315088,8.6625,147,True,False,True
372,0,3,"Wiklund, Mr. Jakob Alfred",18.0,1,0,3101267,6.4958,147,True,False,True
480,1,3,"Hirvonen, Miss. Hildur E",2.0,0,1,3101298,12.2875,147,False,False,True
577,1,2,"Garside, Miss. Ethel",34.0,0,0,243880,13.0,147,False,False,True
262,1,3,"Asplund, Master. Edvin Rojj Felix",3.0,4,2,347077,31.3875,147,True,False,True
196,1,1,"Lurette, Miss. Elise",58.0,0,0,PC 17569,146.5208,43,False,False,False
891,0,3,"Dooley, Mr. Patrick",32.0,0,0,370376,7.75,147,True,True,False
745,1,3,"Stranden, Mr. Juho",31.0,0,0,STON/O 2. 3101288,7.925,147,True,False,True
108,1,3,"Moss, Mr. Albert Johan",,0,0,312991,7.775,147,True,False,True
867,1,2,"Duran y More, Miss. Asuncion",27.0,1,0,SC/PARIS 2149,13.8583,147,False,False,False
60,0,3,"Goodwin, Master. William Frederick",11.0,5,2,CA 2144,46.9,147,True,False,True
659,0,2,"Eitemiller, Mr. George Floyd",23.0,0,0,29751,13.0,147,True,False,True
264,0,1,"Harrison, Mr. William",40.0,0,0,112059,0.0,46,True,False,True
569,0,3,"Doharr, Mr. Tannous",,0,0,2686,7.2292,147,True,False,False
101,0,3,"Petranec, Miss. Matilda",28.0,0,0,349245,7.8958,147,False,False,True
444,1,2,"Reynaldo, Ms. Encarnacion",28.0,0,0,230434,13.0,147,False,False,True
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",,1,0,65304,19.9667,147,True,False,True
688,0,3,"Dakic, Mr. Branko",19.0,0,0,349228,10.1708,147,True,False,True
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30.0,1,1,345773,24.15,147,False,False,True
641,0,3,"Jensen, Mr. Hans Peder",20.0,0,0,350050,7.8542,147,True,False,True
170,0,3,"Ling, Mr. Lee",28.0,0,0,1601,56.4958,147,True,False,True
180,0,3,"Leonard, Mr. Lionel",36.0,0,0,LINE,0.0,147,True,False,True
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",,0,0,A/5 2466,8.05,147,True,False,True
342,1,1,"Fortune, Miss. Alice Elizabeth",24.0,3,2,19950,263.0,63,False,False,True
58,0,3,"Novel, Mr. Mansouer",28.5,0,0,2697,7.2292,147,True,False,False
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",24.0,0,3,2666,19.2583,147,False,False,False
150,0,2,"Byles, Rev. Thomas Roussel Davids",42.0,0,0,244310,13.0,147,True,False,True
125,0,1,"White, Mr. Percival Wayland",54.0,0,1,35281,77.2875,98,True,False,True
704,0,3,"Gallagher, Mr. Martin",25.0,0,0,36864,7.7417,147,True,True,False
51,0,3,"Panula, Master. Juha Niilo",7.0,4,1,3101295,39.6875,147,True,False,True
354,0,3,"Arnold-Franchi, Mr. Josef",25.0,1,0,349237,17.8,147,True,False,True
824,1,3,"Moor, Mrs. (Beila)",27.0,0,1,392096,12.475,118,False,False,True
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",24.0,1,0,STON/O2. 3101279,15.85,147,False,False,True
471,0,3,"Keefe, Mr. Arthur",,0,0,323592,7.25,147,True,False,True
400,1,2,"Trout, Mrs. William H (Jessie L)",28.0,0,0,240929,12.65,147,False,False,True
576,0,3,"Patchett, Mr. George",19.0,0,0,358585,14.5,147,True,False,True
321,0,3,"Dennis, Mr. Samuel",22.0,0,0,A/5 21172,7.25,147,True,False,True
20,1,3,"Masselmani, Mrs. Fatima",,0,0,2649,7.225,147,False,False,False
793,0,3,"Sage, Miss. Stella Anna",,8,2,CA. 2343,69.55,147,False,False,True
708,1,1,"Calderhead, Mr. Edward Pennington",42.0,0,0,PC 17476,26.2875,120,True,False,True
724,0,2,"Hodges, Mr. Henry Price",50.0,0,0,250643,13.0,147,True,False,True
408,1,2,"Richards, Master. William Rowe",3.0,1,1,29106,18.75,147,True,False,True
558,0,1,"Robbins, Mr. Victor",,0,0,PC 17757,227.525,147,True,False,False
39,0,3,"Vander Planke, Miss. Augusta Maria",18.0,2,0,345764,18.0,147,False,False,True
176,0,3,"Klasen, Mr. Klas Albin",18.0,1,1,350404,7.8542,147,True,False,True
246,0,1,"Minahan, Dr. William Edward",44.0,2,0,19928,90.0,78,True,True,False
741,1,1,"Hawksford, Mr. Walter James",,0,0,16988,30.0,105,True,False,True
603,0,1,"Harrington, Mr. Charles H",,0,0,113796,42.4,147,True,False,True
769,0,3,"Moran, Mr. Daniel J",,1,0,371110,24.15,147,True,True,False
765,0,3,"Eklund, Mr. Hans Linus",16.0,0,0,347074,7.775,147,True,False,True
155,0,3,"Olsen, Mr. Ole Martin",,0,0,Fa 265302,7.3125,147,True,False,True
288,0,3,"Naidenoff, Mr. Penko",22.0,0,0,349206,7.8958,147,True,False,True
751,1,2,"Wells, Miss. Joan",4.0,1,1,29103,23.0,147,False,False,True
18,1,2,"Williams, Mr. Charles Eugene",,0,0,244373,13.0,147,True,False,True
128,1,3,"Madsen, Mr. Fridtjof Arne",24.0,0,0,C 17369,7.1417,147,True,False,True
323,1,2,"Slayter, Miss. Hilda Mary",30.0,0,0,234818,12.35,147,False,True,False
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,0,2,2650,15.2458,147,False,False,False
771,0,3,"Lievens, Mr. Rene Aime",24.0,0,0,345781,9.5,147,True,False,True
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",45.0,1,1,36928,164.8667,147,False,False,True
191,1,2,"Pinsky, Mrs. (Rosa)",32.0,0,0,234604,13.0,147,False,False,True
116,0,3,"Pekoniemi, Mr. Edvard",21.0,0,0,STON/O 2. 3101294,7.925,147,True,False,True
738,1,1,"Lesurer, Mr. Gustave J",35.0,0,0,PC 17755,512.3292,15,True,False,False
181,0,3,"Sage, Miss. Constance Gladys",,8,2,CA. 2343,69.55,147,False,False,True
302,1,3,"McCoy, Mr. Bernard",,2,0,367226,23.25,147,True,True,False
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",36.0,0,1,PC 17755,512.3292,34,True,False,False
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",41.0,0,5,3101295,39.6875,147,False,False,True
650,1,3,"Stanley, Miss. Amy Zillah Elsie",23.0,0,0,CA. 2314,7.55,147,False,False,True
617,0,3,"Danbom, Mr. Ernst Gilbert",34.0,1,1,347080,14.4,147,True,False,True
597,1,2,"Leitch, Miss. Jessie Wills",,0,0,248727,33.0,147,False,False,True
518,0,3,"Ryan, Mr. Patrick",,0,0,371110,24.15,147,True,True,False
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",15.0,0,0,2667,7.225,147,False,False,False
46,0,3,"Rogers, Mr. William John",,0,0,S.C./A.4. 23567,8.05,147,True,False,True
808,0,3,"Pettersson, Miss. Ellen Natalia",18.0,0,0,347087,7.775,147,False,False,True
158,0,3,"Corn, Mr. Harry",30.0,0,0,SOTON/OQ 392090,8.05,147,True,False,True
666,0,2,"Hickman, Mr. Lewis",32.0,2,0,S.O.C. 14879,73.5,147,True,False,True
172,0,3,"Rice, Master. Arthur",4.0,4,1,382652,29.125,147,True,True,False
17,0,3,"Rice, Master. Eugene",2.0,4,1,382652,29.125,147,True,True,False
512,0,3,"Webber, Mr. James",,0,0,SOTON/OQ 3101316,8.05,147,True,False,True
49,0,3,"Samaan, Mr. Youssef",,2,0,2662,21.6792,147,True,False,False
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48.0,0,0,17466,25.9292,94,False,False,True
750,0,3,"Connaghton, Mr. Michael",31.0,0,0,335097,7.75,147,True,True,False
516,0,1,"Walker, Mr. William Anderson",47.0,0,0,36967,34.0208,106,True,False,True
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26.0,1,0,A/5. 3336,16.1,147,False,False,True
